mode,multi_resolution_stft_distance,output_dc_mean,output_peak,output_rms,pesq,si_sdr_db,speaker_similarity,stft_l1,stoi,stoi_available,stoi_error,utterance_id,visqol,waveform_correlation,waveform_snr_db
official,0.07893108576536179,-0.00013160755042918026,0.4187003970146179,0.04916728287935257,,-3.104384422302246,,0.0752754807472229,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,,0.5731812715530396,1.0698586702346802
official,0.0743861198425293,-0.00031103528453968465,0.40854400396347046,0.081293024122715,,7.409360408782959,,0.07010142505168915,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,,0.9199596047401428,7.99005126953125
official,0.13080444931983948,-9.287037391914055e-05,0.48941770195961,0.0638217106461525,,-0.9445105791091919,,0.12594395875930786,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6241/61943/6241-61943-0026.flac,,0.6677147150039673,1.9171096086502075
official,0.12905022501945496,-0.00025148020358756185,0.4967809021472931,0.1060105413198471,,2.5082273483276367,,0.12484362721443176,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6295/244435/6295-244435-0025.flac,,0.8003132343292236,3.971066474914551
official,0.05709338188171387,0.014324969612061977,0.26939377188682556,0.040418729186058044,,-1.4385499954223633,,0.053788699209690094,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1988/147956/1988-147956-0020.flac,,0.6464822888374329,2.053013801574707
official,0.03215526044368744,-5.9622409025905654e-05,0.32758983969688416,0.03453003987669945,,0.581652045249939,,0.030590727925300598,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/8842/304647/8842-304647-0008.flac,,0.7303647994995117,2.532482147216797
official,0.07043075561523438,-6.653330638073385e-05,0.2738962769508362,0.05485847219824791,,5.887868881225586,,0.06683317571878433,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3000/15664/3000-15664-0010.flac,,0.8916642665863037,6.8270487785339355
official,0.23646196722984314,-0.0005053842323832214,0.5741323232650757,0.16166122257709503,,5.975637912750244,,0.22564411163330078,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3752/4944/3752-4944-0000.flac,,0.8934977054595947,6.943264484405518
official,0.06073037534952164,-0.0005243662744760513,0.39220595359802246,0.07334965467453003,,4.799978256225586,,0.057752083986997604,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0020.flac,,0.866740882396698,5.834403038024902
official,0.059348978102207184,-0.00018244639795739204,0.4868009388446808,0.06158480420708656,,7.451206207275391,,0.05602682754397392,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac,,0.9206380844116211,8.152753829956055
official,0.09228687733411789,-0.00013470355770550668,0.3271583020687103,0.09951905161142349,,5.147581100463867,,0.08763442188501358,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6319/57405/6319-57405-0006.flac,,0.8751541376113892,6.225619316101074
official,0.05990637466311455,3.399761044420302e-05,0.344473659992218,0.05169682577252388,,3.4948575496673584,,0.05639086663722992,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0005.flac,,0.8312541246414185,4.671971321105957
official,0.04898775368928909,-4.2586285417201e-05,0.23294392228126526,0.05075853690505028,,5.996194839477539,,0.04604135453701019,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2035/147961/2035-147961-0013.flac,,0.8939235210418701,6.94907283782959
official,0.07201385498046875,-9.791327465791255e-05,0.47342196106910706,0.04508083313703537,,-22.43232536315918,,0.06835117936134338,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34622/5895-34622-0011.flac,,0.07536104321479797,-2.2997255325317383
official,0.1013830155134201,-0.00010098129860125482,0.356868714094162,0.05084630474448204,,-1.654356598854065,,0.09663546830415726,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2428/83699/2428-83699-0037.flac,,0.637104868888855,1.6291911602020264
official,0.07006733864545822,-4.889282718067989e-05,0.4332720935344696,0.08932472765445709,,6.604926586151123,,0.06705233454704285,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/5694/64038/5694-64038-0021.flac,,0.9059041142463684,7.199366092681885
official,0.06169566512107849,-0.00015368328604381531,0.24807491898536682,0.06041108816862106,,5.405520439147949,,0.05836427956819534,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1993/147964/1993-147964-0007.flac,,0.8811215758323669,5.958476543426514
official,0.08096164464950562,-0.000118777017632965,0.31880390644073486,0.04034589231014252,,0.8088243007659912,,0.07674085348844528,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3536/23268/3536-23268-0023.flac,,0.7392060160636902,3.0404152870178223
official,0.05339602380990982,-4.5355620386544615e-05,0.33868342638015747,0.03805561736226082,,0.10266304016113281,,0.050974078476428986,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/777/126732/777-126732-0016.flac,,0.7112731337547302,2.3649544715881348
official,0.07027023285627365,-0.000127043851534836,0.3417157828807831,0.05566680058836937,,1.3145389556884766,,0.06611750274896622,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/7976/110523/7976-110523-0004.flac,,0.7583523988723755,3.350119113922119
official,0.18156133592128754,-9.747219883138314e-05,0.4607880413532257,0.11638844013214111,,2.1104798316955566,,0.17339275777339935,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/251/136532/251-136532-0006.flac,,0.7868629693984985,3.894500970840454
official,0.06089417636394501,-6.451805529650301e-05,0.2982555329799652,0.03559539094567299,,-1.3840724229812622,,0.05796517804265022,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/174/168635/174-168635-0009.flac,,0.6488404870033264,1.999220371246338
official,0.09852755069732666,-0.0001325028424616903,0.4295787215232849,0.060366030782461166,,-1.415878415107727,,0.09345727413892746,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/5338/284437/5338-284437-0031.flac,,0.6474639773368835,1.533036470413208
