mode,multi_resolution_stft_distance,output_dc_mean,output_peak,output_rms,pesq,si_sdr_db,speaker_similarity,stft_l1,stoi,stoi_available,stoi_error,utterance_id,visqol,waveform_correlation,waveform_snr_db
continuous_sum,0.0789291188120842,-0.00013160966045688838,0.4186764061450958,0.049166519194841385,,-3.1040053367614746,,0.07527438551187515,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,,0.5731979608535767,1.0700792074203491
continuous_sum,0.0743856281042099,-0.0003110613615717739,0.4085855782032013,0.081292524933815,,7.409512519836426,,0.07010137289762497,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,,0.9199620485305786,7.990209579467773
continuous_sum,0.13080348074436188,-9.28986119106412e-05,0.4893559217453003,0.06382100284099579,,-0.9442669153213501,,0.12594273686408997,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6241/61943/6241-61943-0026.flac,,0.667725145816803,1.9172885417938232
continuous_sum,0.12905223667621613,-0.0002514692023396492,0.4967464208602905,0.10601100325584412,,2.5081710815429688,,0.1248461976647377,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6295/244435/6295-244435-0025.flac,,0.8003113865852356,3.971006393432617
continuous_sum,0.057092830538749695,0.014324984513223171,0.26939377188682556,0.04041757062077522,,-1.4382336139678955,,0.05378742143511772,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1988/147956/1988-147956-0020.flac,,0.6464961171150208,2.053325653076172
continuous_sum,0.03215568885207176,-5.961688293609768e-05,0.3276161551475525,0.03453033044934273,,0.5820378661155701,,0.03059161826968193,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/8842/304647/8842-304647-0008.flac,,0.7303798198699951,2.532683849334717
continuous_sum,0.07043154537677765,-6.653363379882649e-05,0.2739086449146271,0.05485856533050537,,5.88787841796875,,0.06683364510536194,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3000/15664/3000-15664-0010.flac,,0.8916643857955933,6.827053070068359
continuous_sum,0.23646068572998047,-0.0005053122295066714,0.5741272568702698,0.16165964305400848,,5.975652694702148,,0.2256418913602829,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3752/4944/3752-4944-0000.flac,,0.8934980630874634,6.94328498840332
continuous_sum,0.06073200702667236,-0.0005243862979114056,0.39220595359802246,0.07334978133440018,,4.799922466278076,,0.05775555595755577,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0020.flac,,0.8667395710945129,5.834351062774658
continuous_sum,0.05935193598270416,-0.00018246914260089397,0.4868009388446808,0.06158485263586044,,7.450991153717041,,0.056031566113233566,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac,,0.9206346869468689,8.152566909790039
continuous_sum,0.09228712320327759,-0.00013470333942677826,0.3271463215351105,0.09951921552419662,,5.147538661956787,,0.08763307332992554,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6319/57405/6319-57405-0006.flac,,0.875153124332428,6.225582122802734
continuous_sum,0.05990771949291229,3.40420774591621e-05,0.3444814383983612,0.05169783905148506,,3.494885206222534,,0.05639130249619484,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0005.flac,,0.8312550187110901,4.671902656555176
continuous_sum,0.04898753762245178,-4.259027627995238e-05,0.23292459547519684,0.050757866352796555,,5.996162414550781,,0.046041131019592285,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2035/147961/2035-147961-0013.flac,,0.8939228653907776,6.949062347412109
continuous_sum,0.07201117277145386,-9.791296179173514e-05,0.47347623109817505,0.04508068785071373,,-22.43401336669922,,0.06834770739078522,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34622/5895-34622-0011.flac,,0.07534650713205338,-2.2997817993164062
continuous_sum,0.10138469189405441,-0.00010098577331518754,0.3568662405014038,0.050845321267843246,,-1.6541506052017212,,0.09663653373718262,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2428/83699/2428-83699-0037.flac,,0.6371139287948608,1.6293691396713257
continuous_sum,0.07006784528493881,-4.8895868530962616e-05,0.4332100749015808,0.08932507783174515,,6.604921340942383,,0.0670522078871727,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/5694/64038/5694-64038-0021.flac,,0.9059039950370789,7.199342250823975
continuous_sum,0.06169631704688072,-0.00015368351887445897,0.2480630874633789,0.06041167676448822,,5.405606746673584,,0.05836452916264534,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1993/147964/1993-147964-0007.flac,,0.8811236023902893,5.958487510681152
continuous_sum,0.08096225559711456,-0.00011877487850142643,0.3188505172729492,0.04034553840756416,,0.8088600635528564,,0.07674220204353333,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3536/23268/3536-23268-0023.flac,,0.7392075061798096,3.040468692779541
continuous_sum,0.0533977746963501,-4.535599146038294e-05,0.3386869728565216,0.038056448101997375,,0.1032126247882843,,0.0509759895503521,,False,pystoi is not installed,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/777/126732/777-126732-0016.flac,,0.7112953662872314,2.3651928901672363
